,player_name,class_name,matches_played,innings_bowled_in,balls_bowled,runs_conceded,wickets_taken,best_innings_bowling,best_match_bowling,bowling_average,economy_rate,bowling_strike_rate,four_wkts_in_an_inns,five_wkts_in_an_inns,ten_wkts_in_a_match
744,595783,T20s,36,36,714,957,41,3/24,3/24,23.34,8.04,17.4,0,0,0
745,823509,T20Is,11,-,-,-,-,-,-,-,-,-,-,-,-
746,823509,First-class,20,24,1002,678,15,3/45,4/75,45.20,4.05,66.8,0,0,0
747,823509,List A,29,4,78,64,1,1/23,1/23,64.00,4.92,78.0,0,0,0
748,823509,T20s,59,1,6,10,0,-,-,-,10.00,-,0,0,0
749,395057,ODIs,2,2,105,110,1,1/44,1/44,110.00,6.28,105.0,0,0,0
750,395057,T20Is,5,4,96,125,7,3/26,3/26,17.85,7.81,13.7,0,0,0
751,395057,First-class,40,68,6379,3398,115,6/26,7/118,29.54,3.19,55.4,4,6,0
752,395057,List A,45,43,2069,1789,70,4/32,4/32,25.55,5.18,29.5,3,0,0
753,395057,T20s,62,60,1274,1622,80,4/13,4/13,20.27,7.63,15.9,2,0,0
754,277914,Tests,18,1,6,1,0,-,-,-,1.00,-,0,0,0
755,277914,First-class,107,54,1519,1029,20,2/10,3/13,51.45,4.06,75.9,0,0,0
756,277914,List A,47,4,60,57,2,2/8,2/8,28.50,5.70,30.0,0,0,0
757,277914,T20s,33,-,-,-,-,-,-,-,-,-,-,-,-
758,502714,Tests,17,27,2702,1260,34,3/60,5/173,37.05,2.79,79.4,0,0,0
759,502714,ODIs,67,62,3001,2465,67,5/50,5/50,36.79,4.92,44.7,0,1,0
760,502714,T20Is,31,30,593,719,34,4/11,4/11,21.14,7.27,17.4,1,0,0
761,502714,First-class,44,66,6087,2968,70,3/27,5/75,42.40,2.92,86.9,0,0,0
762,502714,List A,91,84,4131,3269,97,5/50,5/50,33.70,4.74,42.5,1,1,0
763,502714,T20s,69,67,1403,1645,69,4/11,4/11,23.84,7.03,20.3,1,0,0
764,625964,ODIs,3,-,-,-,-,-,-,-,-,-,-,-,-
765,625964,T20Is,11,-,-,-,-,-,-,-,-,-,-,-,-
766,625964,First-class,41,-,-,-,-,-,-,-,-,-,-,-,-
767,625964,List A,34,-,-,-,-,-,-,-,-,-,-,-,-
768,625964,T20s,61,-,-,-,-,-,-,-,-,-,-,-,-
769,559066,Tests,17,31,3186,1992,41,4/60,7/79,48.58,3.75,77.7,2,0,0
770,559066,ODIs,31,30,1548,1430,39,4/58,4/58,36.66,5.54,39.6,1,0,0
771,559066,T20Is,33,32,699,898,43,3/18,3/18,20.88,7.70,16.2,0,0,0
772,559066,First-class,71,121,13711,8207,242,7/30,12/62,33.91,3.59,56.6,11,14,2
773,559066,List A,79,76,3961,3364,110,4/10,4/10,30.58,5.09,36.0,3,0,0
774,559066,T20s,130,126,2679,3458,150,6/11,6/11,23.05,7.74,17.8,2,1,0
775,38607,Tests,1,2,336,127,7,4/75,7/127,18.14,2.26,48.0,1,0,0
776,38607,First-class,24,,5280,2254,87,8/136,,25.90,2.56,60.6,4,4,0
777,38607,List A,6,6,306,264,6,2/45,2/45,44.00,5.17,51.0,0,0,0
778,38607,T20s,18,17,334,417,14,3/28,3/28,29.78,7.49,23.8,0,0,0
779,232364,Tests,65,121,14510,7378,244,7/64,10/108,30.23,3.05,59.4,12,8,1
780,232364,ODIs,140,138,7021,6373,186,7/33,7/33,34.26,5.44,37.7,4,3,0
781,232364,T20Is,58,56,1224,1748,67,5/18,5/18,26.08,8.56,18.2,0,1,0
782,232364,First-class,101,185,21056,10616,387,8/27,10/108,27.43,3.02,54.4,17,17,1
783,232364,List A,154,152,7748,7020,205,7/33,7/33,34.24,5.43,37.7,4,3,0
784,232364,T20s,172,168,3665,5110,184,6/16,6/16,27.77,8.36,19.9,0,2,0
785,38699,Tests,92,7,96,48,2,2/4,2/4,24.00,3.00,48.0,0,0,0
786,38699,ODIs,226,4,42,35,0,-,-,-,5.00,-,0,0,0
787,38699,T20Is,88,-,-,-,-,-,-,-,-,-,-,-,-
788,38699,First-class,167,,684,378,6,2/4,2/4,63.00,3.31,114.0,0,0,0
789,38699,List A,292,,318,242,3,1/13,1/13,80.66,4.56,106.0,0,0,0
790,38699,T20s,261,15,186,280,8,3/28,3/28,35.00,9.03,23.2,0,0,0
791,854909,T20Is,1,1,24,34,1,1/34,1/34,34.00,8.50,24.0,0,0,0
792,854909,First-class,38,71,6436,4029,99,5/23,6/38,40.69,3.75,65.0,7,1,0
793,854909,List A,25,24,1212,1121,30,4/43,4/43,37.36,5.54,40.4,1,0,0
794,854909,T20s,31,31,672,906,52,5/19,5/19,17.42,8.08,12.9,2,1,0
795,233713,Tests,42,79,9167,4788,174,7/39,9/73,27.51,3.13,52.6,7,7,0
796,233713,First-class,162,299,33411,18012,668,7/39,11/111,26.96,3.23,50.0,36,32,2
797,233713,List A,106,102,5156,4683,165,5/34,5/34,28.38,5.44,31.2,11,2,0
798,233713,T20s,76,72,1502,2198,79,4/33,4/33,27.82,8.78,19.0,1,0,0
799,38924,Tests,61,-,-,-,-,-,-,-,-,-,-,-,-
800,38924,ODIs,28,-,-,-,-,-,-,-,-,-,-,-,-
801,38924,T20Is,5,-,-,-,-,-,-,-,-,-,-,-,-
802,38924,First-class,151,,53,39,2,2/31,2/31,19.50,4.41,26.5,0,0,0
803,38924,List A,122,-,-,-,-,-,-,-,-,-,-,-,-
804,38924,T20s,67,-,-,-,-,-,-,-,-,-,-,-,-
805,277906,Tests,72,61,2079,1163,29,4/44,4/44,40.10,3.35,71.6,1,0,0
806,277906,ODIs,147,65,1467,1310,37,4/22,4/22,35.40,5.35,39.6,1,0,0
807,277906,T20Is,57,12,118,164,6,2/16,2/16,27.33,8.33,19.6,0,0,0
808,277906,First-class,139,136,6552,3677,85,5/75,5/59,43.25,3.36,77.0,1,1,0
809,277906,List A,208,99,2756,2383,67,5/51,5/51,35.56,5.18,41.1,1,1,0
810,277906,T20s,178,53,758,885,30,3/33,3/33,29.50,7.00,25.2,0,0,0
811,277911,ODIs,10,1,6,5,0,-,-,-,5.00,-,0,0,0
812,277911,T20Is,2,1,12,19,1,1/19,1/19,19.00,9.50,12.0,0,0,0
813,277911,First-class,92,103,6594,3809,57,4/58,4/63,66.82,3.46,115.6,1,0,0
814,277911,List A,121,69,2066,1915,48,4/22,4/22,39.89,5.56,43.0,2,0,0
815,277911,T20s,103,47,708,972,38,5/10,5/10,25.57,8.23,18.6,0,1,0
816,39950,ODIs,3,-,-,-,-,-,-,-,-,-,-,-,-
817,39950,First-class,102,7,77,40,2,1/2,1/2,20.00,3.11,38.5,0,0,0
818,39950,List A,99,,38,23,1,1/3,1/3,23.00,3.63,38.0,0,0,0
819,39950,T20s,41,-,-,-,-,-,-,-,-,-,-,-,-
820,316397,Tests,69,12,268,152,2,1/7,1/18,76.00,3.40,134.0,0,0,0
821,316397,ODIs,60,2,12,18,0,-,-,-,9.00,-,0,0,0
822,316397,T20Is,10,-,-,-,-,-,-,-,-,-,-,-,-
823,316397,First-class,138,33,792,463,5,2/20,2/20,92.60,3.50,158.4,0,0,0
824,316397,List A,127,27,531,500,9,2/14,2/14,55.55,5.64,59.0,0,0,0
825,316397,T20s,90,6,48,51,4,2/7,2/7,12.75,6.37,12.0,0,0,0
826,494230,ODIs,18,1,5,9,0,-,-,-,10.80,-,0,0,0
827,494230,T20Is,20,-,-,-,-,-,-,-,-,-,-,-,-
828,494230,First-class,30,3,38,24,0,-,-,-,3.78,-,0,0,0
829,494230,List A,65,5,49,78,0,-,-,-,9.55,-,0,0,0
830,494230,T20s,126,2,24,26,2,1/4,1/4,13.00,6.50,12.0,0,0,0
831,39037,Tests,73,34,848,602,8,2/35,2/49,75.25,4.25,106.0,0,0,0
832,39037,ODIs,53,14,258,260,4,2/26,2/26,65.00,6.04,64.5,0,0,0
833,39037,First-class,185,,3215,1979,47,4/34,,42.10,3.69,68.4,2,0,0
834,39037,List A,171,,2514,2309,69,5/23,5/23,33.46,5.51,36.4,2,4,0
835,39037,T20s,49,15,267,283,15,3/10,3/10,18.86,6.35,17.8,0,0,0
836,348144,Tests,21,-,-,-,-,-,-,-,-,-,-,-,-
837,348144,ODIs,71,-,-,-,-,-,-,-,-,-,-,-,-
838,348144,T20Is,30,-,-,-,-,-,-,-,-,-,-,-,-
839,348144,First-class,52,19,720,423,5,1/13,1/17,84.60,3.52,144.0,0,0,0
840,348144,List A,135,29,633,555,12,2/20,2/20,46.25,5.26,52.7,0,0,0
841,348144,T20s,107,5,78,85,4,2/20,2/20,21.25,6.53,19.5,0,0,0
842,498875,Tests,5,10,1174,424,16,6/36,6/123,26.50,2.16,73.3,0,2,0
843,498875,ODIs,3,3,132,96,5,5/25,5/25,19.20,4.36,26.4,0,1,0
844,498875,First-class,28,46,5232,2266,75,6/36,10/103,30.21,2.59,69.7,4,4,1
845,498875,List A,73,72,3723,2966,96,5/25,5/25,30.89,4.78,38.7,4,2,0
846,498875,T20s,39,37,759,892,46,3/11,3/11,19.39,7.05,16.5,0,0,0
847,681117,Tests,4,7,540,287,11,3/42,6/99,26.09,3.18,49.0,0,0,0
848,681117,ODIs,23,22,902,744,20,5/22,5/22,37.20,4.94,45.1,0,1,0
849,681117,T20Is,26,25,429,526,24,3/5,3/5,21.91,7.35,17.8,0,0,0
850,681117,First-class,40,69,6263,3172,117,6/65,9/115,27.11,3.03,53.5,3,5,0
851,681117,List A,66,65,2808,2408,89,5/22,5/22,27.05,5.14,31.5,1,2,0
852,681117,T20s,67,65,1263,1635,74,6/19,6/19,22.09,7.76,17.0,1,1,0
853,512191,Tests,3,-,-,-,-,-,-,-,-,-,-,-,-
854,512191,ODIs,43,7,135,111,1,1/19,1/19,111.00,4.93,135.0,0,0,0
855,512191,T20Is,30,1,6,12,0,-,-,-,12.00,-,0,0,0
856,512191,First-class,40,14,258,97,0,-,-,-,2.25,-,0,0,0
857,512191,List A,95,35,780,659,20,5/27,5/27,32.95,5.06,39.0,0,1,0
858,512191,T20s,89,12,98,107,3,1/3,1/3,35.66,6.55,32.6,0,0,0
859,318788,Tests,10,10,384,156,7,3/1,3/35,22.28,2.43,54.8,0,0,0
860,318788,ODIs,38,21,642,613,11,3/45,3/45,55.72,5.72,58.3,0,0,0
861,318788,T20Is,10,-,-,-,-,-,-,-,-,-,-,-,-
862,318788,First-class,69,19,546,253,9,3/1,3/35,28.11,2.78,60.6,0,0,0
863,318788,List A,72,25,732,680,12,3/45,3/45,56.66,5.57,61.0,0,0,0
864,318788,T20s,69,2,30,35,2,1/17,1/17,17.50,7.00,15.0,0,0,0
865,681305,Tests,9,17,1737,896,31,5/45,7/83,28.90,3.09,56.0,1,1,0
866,681305,ODIs,53,51,2548,2381,82,5/34,5/34,29.03,5.60,31.0,1,3,0
867,681305,T20Is,30,30,621,877,35,3/23,3/23,25.05,8.47,17.7,0,0,0
868,681305,First-class,38,63,7175,4020,157,8/107,11/94,25.60,3.36,45.7,7,9,2
869,681305,List A,77,75,3716,3379,128,5/34,5/34,26.39,5.45,29.0,5,3,0
870,681305,T20s,93,92,2016,2535,124,5/20,5/20,20.44,7.54,16.2,4,1,0
871,628240,ODIs,1,1,12,16,0,-,-,-,8.00,-,0,0,0
872,628240,T20Is,14,6,36,54,4,2/12,2/12,13.50,9.00,9.0,0,0,0
873,628240,First-class,33,49,1674,1120,33,3/24,5/62,33.93,4.01,50.7,0,0,0
874,628240,List A,57,40,912,972,18,4/54,4/54,54.00,6.39,50.6,1,0,0
875,628240,T20s,77,42,537,761,27,3/21,3/21,28.18,8.50,19.8,0,0,0
876,227758,ODIs,51,49,2235,1801,41,5/14,5/14,43.92,4.83,54.5,0,1,0
877,227758,T20Is,35,35,780,762,39,5/14,5/14,19.53,5.86,20.0,1,1,0
878,227758,First-class,76,112,8316,4340,140,8/81,12/102,31.00,3.13,59.4,6,3,1
879,227758,List A,112,109,5314,4123,114,5/14,5/14,36.16,4.65,46.6,2,1,0
880,227758,T20s,146,142,3020,3165,129,5/14,5/14,24.53,6.28,23.4,1,1,0
881,568276,Tests,10,-,-,-,-,-,-,-,-,-,-,-,-
882,568276,ODIs,35,-,-,-,-,-,-,-,-,-,-,-,-
883,568276,T20Is,1,-,-,-,-,-,-,-,-,-,-,-,-
884,568276,First-class,46,9,102,58,1,1/4,1/10,58.00,3.41,102.0,0,0,0
885,568276,List A,67,4,28,35,0,-,-,-,7.50,-,0,0,0
886,568276,T20s,43,-,-,-,-,-,-,-,-,-,-,-,-
887,259551,Tests,22,41,4605,2253,71,5/38,8/151,31.73,2.93,64.8,1,5,0
888,259551,ODIs,76,76,3601,3216,110,4/12,4/12,29.23,5.35,32.7,4,0,0
889,259551,T20Is,9,9,162,236,8,3/24,3/24,29.50,8.74,20.2,0,0,0
890,259551,First-class,79,147,15536,7749,331,7/17,13/77,23.41,2.99,46.9,12,22,4
891,259551,List A,151,150,7238,6403,207,5/45,5/45,30.93,5.30,34.9,11,1,0
892,259551,T20s,136,134,2990,3602,164,4/12,4/12,21.96,7.22,18.2,6,0,0
893,389666,Tests,14,27,3036,1245,66,5/33,10/95,18.86,2.46,46.0,5,4,1
894,389666,ODIs,3,3,162,153,1,1/44,1/44,153.00,5.66,162.0,0,0,0
895,389666,First-class,96,170,19141,8677,435,8/46,14/93,19.94,2.71,44.0,18,34,10
896,389666,List A,52,52,2520,2023,67,4/31,4/31,30.19,4.81,37.6,3,0,0
897,389666,T20s,24,23,492,685,20,3/22,3/22,34.25,8.35,24.6,0,0,0
898,290948,Tests,36,67,7619,3627,119,6/44,7/64,30.47,2.85,64.0,6,4,0
899,290948,ODIs,58,57,2869,2298,76,5/30,5/30,30.23,4.80,37.7,1,1,0
900,290948,T20Is,42,42,936,1066,55,4/13,4/13,19.38,6.83,17.0,1,0,0
901,290948,First-class,66,119,12214,5786,254,7/61,10/72,22.77,2.84,48.0,10,13,2
902,290948,List A,81,80,4100,3177,118,5/30,5/30,26.92,4.64,34.7,1,2,0
903,290948,T20s,122,120,2688,3025,147,4/13,4/13,20.57,6.75,18.2,3,0,0
904,41434,Tests,55,77,4067,1808,53,4/16,4/48,34.11,2.66,76.7,2,0,0
905,41434,ODIs,217,176,7697,5368,139,4/41,4/41,38.61,4.18,55.3,1,0,0
906,41434,T20Is,89,67,1117,1226,54,4/10,4/10,22.70,6.58,20.6,1,0,0
907,41434,First-class,210,,14992,6764,253,8/57,,26.73,2.70,59.2,,7,2
908,41434,List A,339,,13233,9272,256,4/23,4/23,36.21,4.20,51.6,4,0,0
909,41434,T20s,258,189,3497,3647,162,4/10,4/10,22.51,6.25,21.5,3,0,0
910,1158100,ODIs,5,5,246,303,5,2/52,2/52,60.60,7.39,49.2,0,0,0
911,1158100,T20Is,1,1,24,29,0,-,-,-,7.25,-,0,0,0
912,1158100,First-class,2,4,311,140,3,2/32,3/74,46.66,2.70,103.6,0,0,0
913,1158100,List A,6,6,288,333,6,2/52,2/52,55.50,6.93,48.0,0,0,0
914,1158100,T20s,9,9,210,267,13,3/30,3/30,20.53,7.62,16.1,0,0,0
915,323389,Tests,1,-,-,-,-,-,-,-,-,-,-,-,-
916,323389,ODIs,32,-,-,-,-,-,-,-,-,-,-,-,-
917,323389,T20Is,13,-,-,-,-,-,-,-,-,-,-,-,-
918,323389,First-class,77,9,153,97,4,2/10,2/10,24.25,3.80,38.2,0,0,0
919,323389,List A,131,-,-,-,-,-,-,-,-,-,-,-,-
920,323389,T20s,86,1,12,22,1,1/22,1/22,22.00,11.00,12.0,0,0,0
921,547085,ODIs,2,-,-,-,-,-,-,-,-,-,-,-,-
922,547085,First-class,58,16,366,256,3,1/1,1/11,85.33,4.19,122.0,0,0,0
923,547085,List A,64,2,30,19,1,1/9,1/9,19.00,3.80,30.0,0,0,0
924,547085,T20s,10,-,-,-,-,-,-,-,-,-,-,-,-
925,227760,Tests,49,-,-,-,-,-,-,-,-,-,-,-,-
926,227760,ODIs,113,1,12,15,0,-,-,-,7.50,-,0,0,0
927,227760,T20Is,55,-,-,-,-,-,-,-,-,-,-,-,-
928,227760,First-class,149,1,4,5,0,-,-,-,7.50,-,0,0,0
929,227760,List A,193,1,12,15,0,-,-,-,7.50,-,0,0,0
930,227760,T20s,181,1,4,6,0,-,-,-,9.00,-,0,0,0
931,922943,Tests,5,9,885,466,12,3/31,4/80,38.83,3.15,73.7,0,0,0
932,922943,ODIs,40,38,1921,1565,54,4/28,4/28,28.98,4.88,35.5,3,0,0
933,922943,T20Is,32,32,717,818,44,4/14,4/14,18.59,6.84,16.2,1,0,0
934,922943,First-class,13,24,2565,1452,57,6/77,10/157,25.47,3.39,45.0,5,2,1
935,922943,List A,53,51,2515,2148,75,4/28,4/28,28.64,5.12,33.5,4,0,0
936,922943,T20s,86,85,1918,2138,103,4/14,4/14,20.75,6.68,18.6,2,0,0
937,1072470,Tests,3,5,619,377,12,4/64,5/117,31.41,3.65,51.5,2,0,0
938,1072470,ODIs,18,17,869,812,34,4/38,4/38,23.88,5.60,25.5,4,0,0
939,1072470,T20Is,10,10,228,288,14,3/20,3/20,20.57,7.57,16.2,0,0,0
940,1072470,First-class,6,11,1261,697,30,8/39,9/84,23.23,3.31,42.0,3,1,0
941,1072470,List A,23,22,1133,1073,39,4/38,4/38,27.51,5.68,29.0,4,0,0
942,1072470,T20s,31,31,667,872,40,5/4,5/4,21.80,7.84,16.6,0,1,0
943,233901,Tests,15,4,72,44,2,1/6,1/6,22.00,3.66,36.0,0,0,0
944,233901,ODIs,5,-,-,-,-,-,-,-,-,-,-,-,-
945,233901,First-class,112,28,773,546,7,2/52,2/52,78.00,4.23,110.4,0,0,0
946,233901,List A,92,2,24,17,2,2/0,2/0,8.50,4.25,12.0,0,0,0
947,233901,T20s,35,-,-,-,-,-,-,-,-,-,-,-,-
948,42657,Tests,35,43,2712,1519,32,4/33,7/59,47.46,3.36,84.7,2,0,0
949,42657,ODIs,287,217,7958,6192,158,4/19,4/19,39.18,4.66,50.3,1,0,0
950,42657,T20Is,111,46,540,644,28,2/7,2/7,23.00,7.15,19.2,0,0,0
951,42657,First-class,126,,15149,7439,260,7/81,,28.61,2.94,58.2,,9,1
952,42657,List A,405,,13498,10248,309,5/35,5/35,33.16,4.55,43.6,7,1,0
953,42657,T20s,345,197,3088,3614,136,5/13,5/13,26.57,7.02,22.7,1,2,0
954,317273,Tests,16,-,-,-,-,-,-,-,-,-,-,-,-
955,317273,ODIs,121,-,-,-,-,-,-,-,-,-,-,-,-
956,317273,T20Is,82,-,-,-,-,-,-,-,-,-,-,-,-
957,317273,First-class,95,18,471,309,5,2/24,2/24,61.80,3.93,94.2,0,0,0
958,317273,List A,207,6,114,101,2,1/7,1/7,50.50,5.31,57.0,0,0,0
959,317273,T20s,254,1,24,36,1,1/36,1/36,36.00,9.00,24.0,0,0,0
960,697279,ODIs,15,15,660,541,28,5/34,5/34,19.32,4.91,23.5,3,1,0
961,697279,T20Is,15,15,282,381,13,3/31,3/31,29.30,8.10,21.6,0,0,0
962,697279,First-class,21,38,3299,1829,75,6/66,7/92,24.38,3.32,43.9,5,2,0
963,697279,List A,40,40,1910,1555,71,5/34,5/34,21.90,4.88,26.9,6,2,0
964,697279,T20s,65,64,1352,1722,81,5/9,5/9,21.25,7.64,16.6,3,1,0
965,43590,Tests,27,49,5018,2864,83,5/63,7/134,34.50,3.42,60.4,3,2,0
966,43590,ODIs,86,85,4053,3870,112,5/46,5/46,34.55,5.72,36.1,4,1,0
967,43590,T20Is,27,27,543,723,28,3/18,3/18,25.82,7.98,19.3,0,0,0
968,43590,First-class,136,,23328,12849,441,9/59,,29.13,3.30,52.8,23,16,5
969,43590,List A,177,,8322,7491,239,5/24,5/24,31.34,5.40,34.8,8,5,0
970,43590,T20s,220,217,4675,5538,258,5/17,5/17,21.46,7.10,18.1,0,1,0
971,533561,T20Is,1,1,11,21,2,2/21,2/21,10.50,11.45,5.5,0,0,0
972,533561,First-class,57,103,10330,5414,230,9/32,12/41,23.53,3.14,44.9,14,10,2
973,533561,List A,46,46,2194,1953,75,6/63,6/63,26.04,5.34,29.2,2,2,0
974,533561,T20s,31,31,665,765,31,3/23,3/23,24.67,6.90,21.4,0,0,0
975,43685,Tests,35,67,11293,5832,203,8/41,14/184,28.72,3.09,55.6,10,16,3
976,43685,ODIs,25,24,1293,1150,24,6/26,6/26,47.91,5.33,53.8,1,1,0
977,43685,T20Is,2,2,24,39,0,-,-,-,9.75,-,0,0,0
978,43685,First-class,126,,28868,14744,536,8/41,,27.50,3.06,53.8,35,31,4
979,43685,List A,90,,4637,3682,110,6/26,6/26,33.47,4.76,42.1,2,1,0
980,43685,T20s,104,102,2255,2588,89,4/7,4/7,29.07,6.88,25.3,1,0,0
981,43906,Tests,124,5,54,37,0,-,-,-,4.11,-,0,0,0
982,43906,ODIs,181,-,-,-,-,-,-,-,-,-,-,-,-
983,43906,T20Is,44,-,-,-,-,-,-,-,-,-,-,-,-
984,43906,First-class,237,,393,277,1,1/10,,277.00,4.22,393.0,0,0,0
985,43906,List A,243,,16,28,0,-,-,-,10.50,-,0,0,0
986,43906,T20s,154,2,2,5,0,-,-,-,15.00,-,0,0,0
987,372116,Tests,36,5,96,61,1,1/29,1/29,61.00,3.81,96.0,0,0,0
988,372116,ODIs,2,-,-,-,-,-,-,-,-,-,-,-,-
989,372116,First-class,138,22,482,313,7,2/34,2/34,44.71,3.89,68.8,0,0,0
990,372116,List A,85,1,3,4,0,-,-,-,8.00,-,0,0,0
991,372116,T20s,61,-,-,-,-,-,-,-,-,-,-,-,-
992,381030,T20Is,2,-,-,-,-,-,-,-,-,-,-,-,-
993,381030,First-class,108,5,45,30,1,1/11,1/11,30.00,4.00,45.0,0,0,0
994,381030,List A,91,-,-,-,-,-,-,-,-,-,-,-,-
995,381030,T20s,68,-,-,-,-,-,-,-,-,-,-,-,-
996,545467,ODIs,2,2,102,121,1,1/57,1/57,121.00,7.11,102.0,0,0,0
997,545467,T20Is,9,9,180,282,13,3/35,3/35,21.69,9.40,13.8,0,0,0
998,545467,First-class,51,95,6606,4343,138,6/35,9/79,31.47,3.94,47.8,4,6,0
999,545467,List A,68,66,2727,2613,99,6/19,6/19,26.39,5.74,27.5,2,2,0
1000,545467,T20s,75,71,1309,1810,71,4/18,4/18,25.49,8.29,18.4,1,0,0
1001,379143,Tests,40,-,-,-,-,-,-,-,-,-,-,-,-
1002,379143,ODIs,114,-,-,-,-,-,-,-,-,-,-,-,-
1003,379143,T20Is,36,-,-,-,-,-,-,-,-,-,-,-,-
1004,379143,First-class,69,1,6,9,0,-,-,-,9.00,-,0,0,0
1005,379143,List A,155,-,-,-,-,-,-,-,-,-,-,-,-
1006,379143,T20s,167,-,-,-,-,-,-,-,-,-,-,-,-
1007,44932,Tests,46,57,2703,1601,42,4/47,4/51,38.11,3.55,64.3,2,0,0
1008,44932,ODIs,198,134,3489,3121,69,4/16,4/16,45.23,5.36,50.5,1,0,0
1009,44932,T20Is,81,41,463,599,21,3/18,3/18,28.52,7.76,22.0,0,0,0
1010,44932,First-class,108,,5434,3162,77,5/108,,41.06,3.49,70.5,3,1,0
1011,44932,List A,273,,4650,4037,93,4/16,4/16,43.40,5.20,50.0,1,0,0
1012,44932,T20s,252,137,1785,2279,74,4/17,4/17,30.79,7.66,24.1,3,0,0
1013,44828,Tests,58,5,78,69,0,-,-,-,5.30,-,0,0,0
1014,44828,ODIs,142,11,192,189,2,1/8,1/8,94.50,5.90,96.0,0,0,0
1015,44828,T20Is,44,2,8,3,0,-,-,-,2.25,-,0,0,0
1016,44828,First-class,138,,2558,1477,41,4/39,,36.02,3.46,62.3,3,0,0
1017,44828,List A,260,,2238,2030,54,4/47,4/47,37.59,5.44,41.4,1,0,0
1018,44828,T20s,204,52,790,917,50,5/19,5/19,18.34,6.96,15.8,1,2,0
1019,230852,Tests,56,40,987,623,14,4/22,4/56,44.50,3.78,70.5,1,0,0
1020,230852,ODIs,8,4,96,67,2,1/11,1/11,33.50,4.18,48.0,0,0,0
1021,230852,First-class,195,129,4056,2727,54,4/22,5/141,50.50,4.03,75.1,2,0,0
1022,230852,List A,160,96,2964,2691,57,4/37,4/37,47.21,5.44,52.0,1,0,0
1023,230852,T20s,66,42,615,701,29,4/23,4/23,24.17,6.83,21.2,1,0,0
1024,379927,ODIs,4,3,126,106,1,1/50,1/50,106.00,5.04,126.0,0,0,0
1025,379927,T20Is,10,10,205,303,16,4/14,4/14,18.93,8.86,12.8,1,0,0
1026,379927,First-class,83,145,12268,6781,288,6/26,11/63,23.54,3.31,42.5,8,17,1
1027,379927,List A,70,67,3126,2965,88,5/31,5/31,33.69,5.69,35.5,0,2,0
1028,379927,T20s,64,62,1286,1782,89,6/29,6/29,20.02,8.31,14.4,2,1,0
1029,269280,ODIs,18,3,42,47,1,1/13,1/13,47.00,6.71,42.0,0,0,0
1030,269280,T20Is,20,-,-,-,-,-,-,-,-,-,-,-,-
1031,269280,First-class,125,24,424,334,4,2/25,2/25,83.50,4.72,106.0,0,0,0
1032,269280,List A,160,15,234,236,10,2/9,2/9,23.60,6.05,23.4,0,0,0
1033,269280,T20s,117,-,-,-,-,-,-,-,-,-,-,-,-
1034,40618,Tests,20,37,3925,2294,57,5/32,8/130,40.24,3.50,68.8,1,2,0
1035,40618,ODIs,106,103,5487,4238,172,7/45,7/45,24.63,4.63,31.9,7,3,0
1036,40618,T20Is,38,38,845,948,63,5/23,5/23,15.04,6.73,13.4,2,2,0
1037,40618,First-class,194,,38291,20882,784,8/42,,26.63,3.27,48.8,,53,11
1038,40618,List A,235,,11212,8638,363,7/45,7/45,23.79,4.62,30.8,14,7,0
1039,40618,T20s,249,236,5315,6236,303,5/23,5/23,20.58,7.03,17.5,9,2,0
1040,436757,ODIs,14,-,-,-,-,-,-,-,-,-,-,-,-
1041,436757,T20Is,9,-,-,-,-,-,-,-,-,-,-,-,-
1042,436757,First-class,65,3,88,50,2,1/12,1/12,25.00,3.40,44.0,0,0,0
1043,436757,List A,64,7,144,140,5,2/38,2/38,28.00,5.83,28.8,0,0,0
1044,436757,T20s,69,4,36,54,1,1/12,1/12,54.00,9.00,36.0,0,0,0
1045,267724,Tests,25,47,5028,2674,94,9/129,12/283,28.44,3.19,53.4,4,5,1
1046,267724,ODIs,4,4,187,166,6,3/25,3/25,27.66,5.32,31.1,0,0,0
1047,267724,First-class,119,201,23595,11864,433,9/129,13/157,27.39,3.01,54.4,18,22,4
1048,267724,List A,92,90,4312,3502,114,5/34,5/34,30.71,4.87,37.8,3,2,0
1049,267724,T20s,87,81,1764,2005,68,3/7,3/7,29.48,6.81,25.9,0,0,0
1050,605680,T20Is,2,-,-,-,-,-,-,-,-,-,-,-,-
1051,605680,First-class,30,3,54,27,0,-,-,-,3.00,-,0,0,0
1052,605680,List A,40,-,-,-,-,-,-,-,-,-,-,-,-
1053,605680,T20s,36,-,-,-,-,-,-,-,-,-,-,-,-
1054,600498,Tests,17,8,152,70,0,-,-,-,2.76,-,0,0,0
1055,600498,ODIs,25,6,120,132,3,2/18,2/18,44.00,6.60,40.0,0,0,0
1056,600498,T20Is,2,-,-,-,-,-,-,-,-,-,-,-,-
1057,600498,First-class,60,23,514,245,3,1/1,1/1,81.66,2.85,171.3,0,0,0
1058,600498,List A,64,28,715,626,23,4/45,4/45,27.21,5.25,31.0,1,0,0
1059,600498,T20s,41,16,231,255,7,3/21,3/21,36.42,6.62,33.0,0,0,0
1060,321777,ODIs,126,-,-,-,-,-,-,-,-,-,-,-,-
1061,321777,T20Is,70,-,-,-,-,-,-,-,-,-,-,-,-
1062,321777,First-class,63,4,50,42,0,-,-,-,5.04,-,0,0,0
1063,321777,List A,225,-,-,-,-,-,-,-,-,-,-,-,-
