,player_name,class_name,matches_played,innings_bowled_in,balls_bowled,runs_conceded,wickets_taken,best_innings_bowling,best_match_bowling,bowling_average,economy_rate,bowling_strike_rate,four_wkts_in_an_inns,five_wkts_in_an_inns,ten_wkts_in_a_match
1064,321777,T20s,291,3,18,31,0,-,-,-,10.33,-,0,0,0
1065,439952,Tests,4,8,623,459,12,3/38,5/45,38.25,4.42,51.9,0,0,0
1066,439952,ODIs,41,39,1840,1693,47,4/31,4/31,36.02,5.52,39.1,2,0,0
1067,439952,T20Is,23,23,498,697,34,4/27,4/27,20.50,8.39,14.6,1,0,0
1068,439952,First-class,58,101,8764,4677,193,8/44,12/101,24.23,3.20,45.4,10,4,1
1069,439952,List A,104,97,4369,3774,125,4/23,4/23,30.19,5.18,34.9,6,0,0
1070,439952,T20s,171,169,3624,4693,215,4/9,4/9,21.82,7.76,16.8,7,0,0
1071,698189,Tests,1,2,42,12,1,1/6,1/12,12.00,1.71,42.0,0,0,0
1072,698189,ODIs,10,10,318,308,8,2/59,2/59,38.50,5.81,39.7,0,0,0
1073,698189,First-class,25,45,3293,1821,76,7/25,8/79,23.96,3.31,43.3,5,1,0
1074,698189,List A,33,31,1251,1120,35,3/32,3/32,32.00,5.37,35.7,0,0,0
1075,698189,T20s,30,28,439,633,21,2/13,2/13,30.14,8.65,20.9,0,0,0
1076,542023,Tests,4,8,619,293,15,6/39,7/90,19.53,2.84,41.2,0,1,0
1077,542023,ODIs,22,22,1026,947,41,4/51,4/51,23.09,5.53,25.0,2,0,0
1078,542023,T20Is,7,7,120,128,11,4/19,4/19,11.63,6.40,10.9,1,0,0
1079,542023,First-class,13,25,1826,927,46,6/37,9/82,20.15,3.04,39.6,1,4,0
1080,542023,List A,45,44,1992,1818,65,4/47,4/47,27.96,5.47,30.6,3,0,0
1081,542023,T20s,50,49,920,1075,59,4/10,4/10,18.22,7.01,15.5,3,0,0
1082,481979,ODIs,4,4,189,150,8,3/57,3/57,18.75,4.76,23.6,0,0,0
1083,481979,First-class,47,82,7839,4167,162,6/44,9/98,25.72,3.18,48.3,11,5,0
1084,481979,List A,33,32,1650,1220,52,4/46,4/46,23.46,4.43,31.7,1,0,0
1085,481979,T20s,12,12,242,261,19,4/19,4/19,13.73,6.47,12.7,2,0,0
1086,486679,Tests,10,20,1440,924,48,6/37,11/96,19.25,3.85,30.0,1,3,1
1087,486679,ODIs,2,2,114,124,3,2/73,2/73,41.33,6.52,38.0,0,0,0
1088,486679,First-class,104,188,18267,9616,428,6/37,11/96,22.46,3.15,42.6,22,23,4
1089,486679,List A,49,47,2013,1777,63,4/34,4/34,28.20,5.29,31.9,2,0,0
1090,486679,T20s,34,31,665,862,38,4/28,4/28,22.68,7.77,17.5,1,0,0
1091,540316,Tests,4,8,250,147,11,3/13,5/25,13.36,3.52,22.7,0,0,0
1092,540316,ODIs,51,49,2060,1914,63,4/22,4/22,30.38,5.57,32.6,3,0,0
1093,540316,T20Is,21,20,377,502,28,4/24,4/24,17.92,7.98,13.4,1,0,0
1094,540316,First-class,34,48,2954,1723,51,5/62,7/82,33.78,3.49,57.9,1,1,0
1095,540316,List A,91,86,3612,3323,109,6/27,6/27,30.48,5.51,33.1,5,1,0
1096,540316,T20s,75,67,1142,1563,64,5/26,5/26,24.42,8.21,17.8,1,1,0
1097,46945,Tests,58,109,10420,4632,214,6/21,10/102,21.64,2.66,48.6,7,13,2
1098,46945,ODIs,30,28,1279,986,41,4/12,4/12,24.04,4.62,31.1,2,0,0
1099,46945,T20Is,7,6,83,114,4,2/23,2/23,28.50,8.24,20.7,0,0,0
1100,46945,First-class,161,,27981,12242,569,7/61,,21.51,2.62,49.1,31,24,2
1101,46945,List A,129,,5419,4207,129,4/12,4/12,32.61,4.65,42.0,3,0,0
1102,46945,T20s,117,109,2098,2762,91,5/17,5/17,30.35,7.89,23.0,1,2,0
1103,327830,ODIs,21,21,986,786,27,3/5,3/5,29.11,4.78,36.5,0,0,0
1104,327830,T20Is,4,4,60,81,3,1/12,1/12,27.00,8.10,20.0,0,0,0
1105,327830,First-class,50,89,7708,3615,150,6/38,10/75,24.10,2.81,51.3,5,6,1
1106,327830,List A,87,86,4028,3187,97,4/35,4/35,32.85,4.74,41.5,3,0,0
1107,327830,T20s,112,95,1514,2088,74,4/22,4/22,28.21,8.27,20.4,1,0,0
1108,952207,T20Is,2,-,-,-,-,-,-,-,-,-,-,-,-
1109,952207,First-class,13,1,6,4,0,-,-,-,4.00,-,0,0,0
1110,952207,List A,14,-,-,-,-,-,-,-,-,-,-,-,-
1111,952207,T20s,12,-,-,-,-,-,-,-,-,-,-,-,-
1112,550215,Tests,37,69,6830,3833,176,7/112,13/144,21.77,3.36,38.8,8,9,4
1113,550215,ODIs,74,72,3782,3143,114,6/16,6/16,27.57,4.98,33.1,6,1,0
1114,550215,T20Is,19,19,422,585,25,3/30,3/30,23.40,8.31,16.8,0,0,0
1115,550215,First-class,55,102,10358,5566,243,9/33,14/105,22.90,3.22,42.6,11,11,5
1116,550215,List A,92,89,4690,3990,135,6/16,6/16,29.55,5.10,34.7,8,1,0
1117,550215,T20s,69,67,1503,1894,94,4/21,4/21,20.14,7.56,15.9,3,0,0
1118,379145,Tests,2,4,483,278,6,3/91,4/128,46.33,3.45,80.5,0,0,0
1119,379145,ODIs,16,16,825,736,19,4/33,4/33,38.73,5.35,43.4,1,0,0
1120,379145,T20Is,14,14,300,387,10,2/16,2/16,38.70,7.74,30.0,0,0,0
1121,379145,First-class,76,132,13873,7926,304,8/85,13/120,26.07,3.42,45.6,11,20,5
1122,379145,List A,92,88,4237,3584,123,5/40,5/40,29.13,5.07,34.4,3,2,0
1123,379145,T20s,113,108,2315,2779,116,4/10,4/10,23.95,7.20,19.9,3,0,0
1124,698143,T20Is,5,5,94,131,4,2/22,2/22,32.75,8.36,23.5,0,0,0
1125,698143,First-class,18,31,2240,1375,50,5/53,9/112,27.50,3.68,44.8,2,2,0
1126,698143,List A,18,17,652,564,19,3/40,3/40,29.68,5.19,34.3,0,0,0
1127,698143,T20s,28,26,550,757,32,3/19,3/19,23.65,8.25,17.1,0,0,0
1128,47492,Tests,93,171,18608,10077,439,7/51,11/60,22.95,3.24,42.3,27,26,5
1129,47492,ODIs,125,124,6256,5087,196,6/39,6/39,25.95,4.87,31.9,4,3,0
1130,47492,T20Is,44,44,943,1068,61,4/9,4/9,17.50,6.79,15.4,2,0,0
1131,47492,First-class,141,,27183,14569,618,8/41,,23.57,3.21,43.9,33,35,7
1132,47492,List A,180,,8844,6991,284,6/39,6/39,24.61,4.74,31.1,5,6,0
1133,47492,T20s,201,198,4475,5000,231,4/9,4/9,21.64,6.70,19.3,4,0,0
1134,337790,ODIs,17,-,-,-,-,-,-,-,-,-,-,-,-
1135,337790,T20Is,7,-,-,-,-,-,-,-,-,-,-,-,-
1136,337790,First-class,110,16,317,218,4,2/39,2/39,54.50,4.12,79.2,0,0,0
1137,337790,List A,105,4,132,82,4,2/25,2/25,20.50,3.72,33.0,0,0,0
1138,337790,T20s,99,6,54,55,3,2/15,2/15,18.33,6.11,18.0,0,0,0
1139,300628,Tests,53,-,-,-,-,-,-,-,-,-,-,-,-
1140,300628,ODIs,146,-,-,-,-,-,-,-,-,-,-,-,-
1141,300628,T20Is,54,-,-,-,-,-,-,-,-,-,-,-,-
1142,300628,First-class,109,3,36,18,1,1/13,1/13,18.00,3.00,36.0,0,0,0
1143,300628,List A,231,1,6,1,1,1/1,1/1,1.00,1.00,6.0,0,0,0
1144,300628,T20s,120,-,-,-,-,-,-,-,-,-,-,-,-
1145,574178,Tests,5,10,1013,655,27,6/115,8/44,24.25,3.87,37.5,0,3,0
1146,574178,ODIs,34,32,1653,1423,48,6/29,6/29,29.64,5.16,34.4,2,2,0
1147,574178,T20Is,19,19,412,526,16,2/9,2/9,32.87,7.66,25.7,0,0,0
1148,574178,First-class,46,77,6968,4185,148,7/139,8/44,28.27,3.60,47.0,5,6,0
1149,574178,List A,81,75,3544,2899,95,6/29,6/29,30.51,4.90,37.3,5,3,0
1150,574178,T20s,61,57,1234,1475,67,4/17,4/17,22.01,7.17,18.4,1,0,0
1151,465793,Tests,25,36,1375,804,15,3/36,5/51,53.60,3.50,91.6,0,0,0
1152,465793,ODIs,39,32,872,760,20,3/32,3/32,38.00,5.22,43.6,0,0,0
1153,465793,T20Is,13,7,90,100,5,2/22,2/22,20.00,6.66,18.0,0,0,0
1154,465793,First-class,82,98,4399,2481,82,6/33,9/41,30.25,3.38,53.6,3,1,0
1155,465793,List A,81,61,1641,1347,40,3/32,3/32,33.67,4.92,41.0,0,0,0
1156,465793,T20s,48,29,389,479,19,2/9,2/9,25.21,7.38,20.4,0,0,0
1157,429754,Tests,31,-,-,-,-,-,-,-,-,-,-,-,-
1158,429754,ODIs,52,-,-,-,-,-,-,-,-,-,-,-,-
1159,429754,T20Is,18,-,-,-,-,-,-,-,-,-,-,-,-
1160,429754,First-class,89,2,30,16,0,-,-,-,3.20,-,0,0,0
1161,429754,List A,127,-,-,-,-,-,-,-,-,-,-,-,-
1162,429754,T20s,60,-,-,-,-,-,-,-,-,-,-,-,-
1163,848109,Tests,2,3,249,143,6,5/66,6/117,23.83,3.44,41.5,0,1,0
1164,848109,First-class,23,42,5097,2660,131,6/59,10/123,20.30,3.13,38.9,8,12,4
1165,848109,List A,10,9,366,275,8,3/35,3/35,34.37,4.50,45.7,0,0,0
1166,324358,Tests,28,53,5077,3003,70,6/132,7/180,42.90,3.54,72.5,6,1,0
1167,324358,ODIs,38,36,1772,1782,47,4/31,4/31,37.91,6.03,37.7,2,0,0
1168,324358,T20Is,9,9,159,287,7,2/37,2/37,41.00,10.83,22.7,0,0,0
1169,324358,First-class,88,150,11379,7076,208,6/132,9/113,34.01,3.73,54.7,13,5,0
1170,324358,List A,92,89,4000,3643,123,5/30,5/30,29.61,5.46,32.5,5,2,0
1171,324358,T20s,40,40,708,968,39,5/17,5/17,24.82,8.20,18.1,1,1,0
1172,366725,Tests,2,2,12,16,0,-,-,-,8.00,-,0,0,0
1173,366725,ODIs,5,1,12,16,0,-,-,-,8.00,-,0,0,0
1174,366725,First-class,63,13,120,132,1,1/15,1/15,132.00,6.60,120.0,0,0,0
1175,366725,List A,42,3,48,55,2,1/19,1/19,27.50,6.87,24.0,0,0,0
1176,366725,T20s,15,-,-,-,-,-,-,-,-,-,-,-,-
1177,465783,Tests,5,8,789,499,19,4/62,8/133,26.26,3.79,41.5,2,0,0
1178,465783,ODIs,8,8,297,337,5,1/35,1/35,67.40,6.80,59.4,0,0,0
1179,465783,T20Is,1,1,12,16,0,-,-,-,8.00,-,0,0,0
1180,465783,First-class,62,101,7988,5168,166,5/35,9/145,31.13,3.88,48.1,8,6,0
1181,465783,List A,37,35,1405,1334,46,3/4,3/4,29.00,5.69,30.5,0,0,0
1182,465783,T20s,9,9,138,207,8,2/17,2/17,25.87,9.00,17.2,0,0,0
1183,784369,ODIs,9,-,-,-,-,-,-,-,-,-,-,-,-
1184,784369,T20Is,3,-,-,-,-,-,-,-,-,-,-,-,-
1185,784369,First-class,16,-,-,-,-,-,-,-,-,-,-,-,-
1186,784369,List A,32,-,-,-,-,-,-,-,-,-,-,-,-
1187,784369,T20s,17,-,-,-,-,-,-,-,-,-,-,-,-
1188,623695,Tests,1,2,156,148,1,1/130,1/148,148.00,5.69,156.0,0,0,0
1189,623695,First-class,31,48,3238,2226,60,5/63,6/75,37.10,4.12,53.9,4,1,0
1190,623695,List A,33,27,943,858,38,5/36,5/36,22.57,5.45,24.8,2,1,0
1191,623695,T20s,10,7,99,153,5,4/28,4/28,30.60,9.27,19.8,1,0,0
1192,227772,Tests,60,10,231,138,2,1/12,1/12,69.00,3.58,115.5,0,0,0
1193,227772,ODIs,24,2,16,18,0,-,-,-,6.75,-,0,0,0
1194,227772,First-class,160,30,751,439,4,1/6,1/6,109.75,3.50,187.7,0,0,0
1195,227772,List A,127,6,82,63,3,2/13,2/13,21.00,4.60,27.3,0,0,0
1196,227772,T20s,34,-,-,-,-,-,-,-,-,-,-,-,-
1197,49619,Tests,57,101,10329,5402,137,5/54,7/119,39.43,3.13,75.3,4,3,0
1198,49619,ODIs,85,83,3824,3478,107,4/13,4/13,32.50,5.45,35.7,3,0,0
1199,49619,T20Is,11,11,208,330,8,2/26,2/26,41.25,9.51,26.0,0,0,0
1200,49619,First-class,112,195,17330,9864,295,6/68,9/134,33.43,3.41,58.7,12,7,0
1201,49619,List A,164,162,7384,6549,230,5/31,5/31,28.47,5.32,32.1,4,3,0
1202,49619,T20s,45,43,895,1204,50,5/34,5/34,24.08,8.07,17.9,0,1,0
1203,49758,Tests,30,59,5209,3349,101,5/50,9/210,33.15,3.85,51.5,7,3,0
1204,49758,ODIs,224,218,10818,9640,334,6/38,6/38,28.86,5.34,32.3,11,8,0
1205,49758,T20Is,73,73,1571,1911,97,5/31,5/31,19.70,7.29,16.1,1,1,0
1206,49758,First-class,84,,11927,7784,257,6/17,,30.28,3.91,46.4,16,7,0
1207,49758,List A,288,,13754,12116,442,7/49,7/49,27.41,5.28,31.1,15,10,0
1208,49758,T20s,283,278,6256,7335,378,6/7,6/7,19.40,7.03,16.5,10,4,0
1209,49764,Tests,80,81,3876,1745,33,4/44,4/60,52.87,2.70,117.4,1,0,0
1210,49764,ODIs,210,155,5083,3907,115,6/20,6/20,33.97,4.61,44.2,1,1,0
1211,49764,T20Is,72,57,969,1101,37,3/16,3/16,29.75,6.81,26.1,0,0,0
1212,49764,First-class,118,132,6467,2927,63,5/47,5/62,46.46,2.71,102.6,1,1,0
1213,49764,List A,269,,6024,4574,146,6/20,6/20,31.32,4.55,41.2,2,1,0
1214,49764,T20s,153,117,2037,2507,79,4/19,4/19,31.73,7.38,25.7,1,0,0
1215,629074,Tests,38,6,78,55,1,1/10,1/18,55.00,4.23,78.0,0,0,0
1216,629074,ODIs,69,2,20,28,0,-,-,-,8.40,-,0,0,0
1217,629074,T20Is,19,-,-,-,-,-,-,-,-,-,-,-,-
1218,629074,First-class,62,12,182,126,2,1/10,1/14,63.00,4.15,91.0,0,0,0
1219,629074,List A,90,3,26,32,0,-,-,-,7.38,-,0,0,0
1220,629074,T20s,42,-,-,-,-,-,-,-,-,-,-,-,-
1221,49700,ODIs,58,49,1404,1204,28,3/15,3/15,43.00,5.14,50.1,0,0,0
1222,49700,T20Is,22,14,210,249,12,3/24,3/24,20.75,7.11,17.5,0,0,0
1223,49700,First-class,161,,16750,9615,352,9/53,,27.31,3.44,47.5,,17,2
1224,49700,List A,208,,5592,4425,153,5/12,5/12,28.92,4.74,36.5,7,2,0
1225,49700,T20s,153,106,1816,2226,108,4/14,4/14,20.61,7.35,16.8,3,0,0
1226,784373,ODIs,2,2,84,79,1,1/45,1/45,79.00,5.64,84.0,0,0,0
1227,784373,T20Is,4,3,30,48,0,-,-,-,9.60,-,0,0,0
1228,784373,First-class,7,11,581,419,13,3/48,5/101,32.23,4.32,44.6,0,0,0
1229,784373,List A,24,24,992,927,21,3/34,3/34,44.14,5.60,47.2,0,0,0
1230,784373,T20s,13,10,108,142,3,1/6,1/6,47.33,7.88,36.0,0,0,0
1231,300629,ODIs,5,3,36,33,0,-,-,-,5.50,-,0,0,0
1232,300629,T20Is,5,1,6,17,0,-,-,-,17.00,-,0,0,0
1233,300629,First-class,97,54,1398,857,19,4/77,4/78,45.10,3.67,73.5,1,0,0
1234,300629,List A,129,58,1350,916,36,5/20,5/20,25.44,4.07,37.5,1,1,0
1235,300629,T20s,81,22,276,350,16,3/15,3/15,21.87,7.60,17.2,0,0,0
1236,49920,Tests,38,70,9712,5196,153,6/32,10/78,33.96,3.21,63.4,7,8,2
1237,49920,ODIs,13,10,456,409,13,3/48,3/48,31.46,5.38,35.0,0,0,0
1238,49920,T20Is,3,3,60,72,3,3/26,3/26,24.00,7.20,20.0,0,0,0
1239,49920,First-class,211,,39409,20021,759,7/71,,26.37,3.04,51.9,,39,4
1240,49920,List A,175,,7118,4871,163,6/28,6/28,29.88,4.10,43.6,2,2,0
1241,49920,T20s,76,72,1375,1497,69,3/14,3/14,21.69,6.53,19.9,0,0,0
1242,300631,Tests,16,-,-,-,-,-,-,-,-,-,-,-,-
1243,300631,ODIs,94,-,-,-,-,-,-,-,-,-,-,-,-
1244,300631,T20Is,36,-,-,-,-,-,-,-,-,-,-,-,-
1245,300631,First-class,70,-,-,-,-,-,-,-,-,-,-,-,-
1246,300631,List A,165,-,-,-,-,-,-,-,-,-,-,-,-
1247,300631,T20s,90,-,-,-,-,-,-,-,-,-,-,-,-
1248,233514,Tests,6,8,954,653,11,4/63,4/151,59.36,4.10,86.7,1,0,0
1249,233514,ODIs,159,150,5615,5486,171,6/44,6/44,32.08,5.86,32.8,5,4,0
1250,233514,T20Is,79,64,1054,1628,51,3/24,3/24,31.92,9.26,20.6,0,0,0
1251,233514,First-class,33,52,3590,2299,56,5/69,6/139,41.05,3.84,64.1,2,1,0
1252,233514,List A,235,223,8518,8293,276,6/44,6/44,30.04,5.84,30.8,11,7,0
1253,233514,T20s,260,236,4157,5939,226,5/26,5/26,26.27,8.57,18.3,1,1,0
1254,653033,ODIs,2,-,-,-,-,-,-,-,-,-,-,-,-
1255,653033,First-class,43,21,426,237,10,2/14,2/15,23.70,3.33,42.6,0,0,0
1256,653033,List A,31,5,114,94,1,1/10,1/10,94.00,4.94,114.0,0,0,0
1257,653033,T20s,28,1,6,9,1,1/9,1/9,9.00,9.00,6.0,0,0,0
1258,499594,Tests,6,11,1108,680,23,3/20,6/88,29.56,3.68,48.1,0,0,0
1259,499594,ODIs,7,7,275,315,6,1/21,1/21,52.50,6.87,45.8,0,0,0
1260,499594,T20Is,5,5,108,191,7,3/29,3/29,27.28,10.61,15.4,0,0,0
1261,499594,First-class,42,70,6170,4163,118,7/86,12/180,35.27,4.04,52.2,3,7,1
1262,499594,List A,41,40,1603,1703,46,5/37,5/37,37.02,6.37,34.8,0,1,0
1263,499594,T20s,31,31,678,912,57,4/20,4/20,16.00,8.07,11.8,3,0,0
1264,429738,Tests,11,20,2063,1276,37,5/95,7/107,34.48,3.71,55.7,3,2,0
1265,429738,ODIs,20,19,901,969,17,4/52,4/52,57.00,6.45,53.0,1,0,0
1266,429738,T20Is,6,6,144,175,11,4/23,4/23,15.90,7.29,13.0,1,0,0
1267,429738,First-class,60,109,10611,6497,255,7/70,10/134,25.47,3.67,41.6,18,13,1
1268,429738,List A,50,47,2191,2123,63,5/39,5/39,33.69,5.81,34.7,3,2,0
1269,429738,T20s,35,34,712,859,44,4/18,4/18,19.52,7.23,16.1,3,0,0
1270,237310,Tests,12,-,-,-,-,-,-,-,-,-,-,-,-
1271,237310,First-class,125,18,240,163,2,2/22,2/22,81.50,4.07,120.0,0,0,0
1272,237310,List A,102,17,293,268,9,2/18,2/18,29.77,5.48,32.5,0,0,0
1273,237310,T20s,27,-,-,-,-,-,-,-,-,-,-,-,-
1274,222354,Tests,5,9,413,257,11,3/25,5/51,23.36,3.73,37.5,0,0,0
1275,222354,ODIs,27,21,601,547,9,2/27,2/27,60.77,5.46,66.7,0,0,0
1276,222354,T20Is,22,13,138,206,8,2/17,2/17,25.75,8.95,17.2,0,0,0
1277,222354,First-class,123,167,8063,5116,156,5/26,9/120,32.79,3.80,51.6,5,6,0
1278,222354,List A,173,124,3737,2923,102,6/40,6/40,28.65,4.69,36.6,4,1,0
1279,222354,T20s,97,65,879,1159,44,4/22,4/22,26.34,7.91,19.9,1,0,0
1280,50747,Tests,31,-,-,-,-,-,-,-,-,-,-,-,-
1281,50747,ODIs,235,-,-,-,-,-,-,-,-,-,-,-,-
1282,50747,T20Is,26,-,-,-,-,-,-,-,-,-,-,-,-
1283,50747,First-class,145,,18,4,0,-,-,-,1.33,-,0,0,0
1284,50747,List A,381,-,-,-,-,-,-,-,-,-,-,-,-
1285,50747,T20s,111,-,-,-,-,-,-,-,-,-,-,-,-
1286,301236,Tests,33,5,84,51,0,-,-,-,3.64,-,0,0,0
1287,301236,ODIs,122,4,104,94,3,2/36,2/36,31.33,5.42,34.6,0,0,0
1288,301236,T20Is,26,-,-,-,-,-,-,-,-,-,-,-,-
1289,301236,First-class,116,8,216,129,0,-,-,-,3.58,-,0,0,0
1290,301236,List A,210,7,120,116,4,2/36,2/36,29.00,5.80,30.0,0,0,0
1291,301236,T20s,80,-,-,-,-,-,-,-,-,-,-,-,-
1292,328026,ODIs,12,12,468,463,8,2/41,2/41,57.87,5.93,58.5,0,0,0
1293,328026,T20Is,21,21,420,604,17,3/13,3/13,35.52,8.62,24.7,0,0,0
1294,328026,First-class,89,142,9845,5930,193,7/58,7/69,30.72,3.61,51.0,8,3,0
1295,328026,List A,110,108,4366,3946,138,5/59,5/59,28.59,5.42,31.6,4,1,0
1296,328026,T20s,116,113,2267,3020,128,4/31,4/31,23.59,7.99,17.7,2,0,0
1297,370040,ODIs,12,11,491,480,11,3/50,3/50,43.63,5.86,44.6,0,0,0
1298,370040,T20Is,10,10,210,262,6,2/26,2/26,43.66,7.48,35.0,0,0,0
1299,370040,First-class,44,81,7919,5089,199,7/77,10/155,25.57,3.85,39.7,10,15,1
1300,370040,List A,43,42,1912,1564,56,4/7,4/7,27.92,4.90,34.1,2,0,0
1301,370040,T20s,41,40,815,1002,37,3/12,3/12,27.08,7.37,22.0,0,0,0
1302,670013,ODIs,9,9,306,294,2,1/37,1/37,147.00,5.76,153.0,0,0,0
1303,670013,T20Is,9,9,168,196,8,2/19,2/19,24.50,7.00,21.0,0,0,0
1304,670013,First-class,13,16,650,332,10,4/47,5/99,33.20,3.06,65.0,1,0,0
1305,670013,List A,18,15,580,497,8,2/18,2/18,62.12,5.14,72.5,0,0,0
1306,670013,T20s,14,14,253,308,11,2/19,2/19,28.00,7.30,23.0,0,0,0
1307,348054,Tests,6,-,-,-,-,-,-,-,-,-,-,-,-
1308,348054,ODIs,8,-,-,-,-,-,-,-,-,-,-,-,-
1309,348054,First-class,54,-,-,-,-,-,-,-,-,-,-,-,-
1310,348054,List A,35,-,-,-,-,-,-,-,-,-,-,-,-
1311,348054,T20s,12,-,-,-,-,-,-,-,-,-,-,-,-
1312,341593,Tests,36,59,8067,4350,117,8/49,10/174,37.17,3.23,68.9,8,4,1
1313,341593,ODIs,42,40,2022,1668,38,3/30,3/30,43.89,4.94,53.2,0,0,0
1314,341593,T20Is,7,7,121,137,7,4/17,4/17,19.57,6.79,17.2,1,0,0
1315,341593,First-class,100,174,21451,10969,382,9/78,15/149,28.71,3.06,56.1,20,20,4
1316,341593,List A,81,79,4077,3031,109,6/36,6/36,27.80,4.46,37.4,2,1,0
1317,341593,T20s,45,45,918,1042,56,4/17,4/17,18.60,6.81,16.3,2,0,0
1318,457249,Tests,3,4,408,242,1,1/30,1/139,242.00,3.55,408.0,0,0,0
1319,457249,ODIs,40,37,1690,1612,36,5/27,5/27,44.77,5.72,46.9,1,1,0
1320,457249,T20Is,38,36,672,954,31,3/20,3/20,30.77,8.51,21.6,0,0,0
1321,457249,First-class,39,66,4472,2098,88,7/90,9/61,23.84,2.81,50.8,6,2,0
1322,457249,List A,84,78,3154,2678,88,5/27,5/27,30.43,5.09,35.8,2,1,0
1323,457249,T20s,145,139,2652,3547,131,4/15,4/15,27.07,8.02,20.2,3,0,0
1324,348024,Tests,56,35,1845,993,17,6/29,6/29,58.41,3.22,108.5,0,1,0
1325,348024,ODIs,10,5,152,140,1,1/56,1/56,140.00,5.52,152.0,0,0,0
1326,348024,First-class,141,71,2489,1280,25,6/29,6/29,51.20,3.08,99.5,0,1,0
1327,348024,List A,53,19,528,411,6,1/6,1/6,68.50,4.67,88.0,0,0,0
1328,277472,Tests,52,1,6,2,0,-,-,-,2.00,-,0,0,0
1329,277472,ODIs,110,-,-,-,-,-,-,-,-,-,-,-,-
1330,277472,T20Is,20,-,-,-,-,-,-,-,-,-,-,-,-
1331,277472,First-class,93,5,106,66,1,1/9,1/9,66.00,3.73,106.0,0,0,0
1332,277472,List A,155,-,-,-,-,-,-,-,-,-,-,-,-
1333,277472,T20s,131,-,-,-,-,-,-,-,-,-,-,-,-
1334,348026,Tests,3,1,25,10,0,-,-,-,2.40,-,0,0,0
1335,348026,ODIs,6,1,6,13,0,-,-,-,13.00,-,0,0,0
1336,348026,T20Is,1,1,6,1,0,-,-,-,1.00,-,0,0,0
1337,348026,First-class,59,70,3393,1715,56,7/73,8/93,30.62,3.03,60.5,4,2,0
1338,348026,List A,39,20,711,543,25,4/43,4/43,21.72,4.58,28.4,2,0,0
1339,348026,T20s,6,1,6,1,0,-,-,-,1.00,-,0,0,0
1340,314615,ODIs,33,12,136,160,4,2/14,2/14,40.00,7.05,34.0,0,0,0
1341,314615,First-class,82,69,2559,1334,47,5/63,6/106,28.38,3.12,54.4,2,1,0
1342,314615,List A,112,42,1194,931,32,5/26,5/26,29.09,4.67,37.3,1,1,0
1343,314615,T20s,74,15,174,265,6,2/28,2/28,44.16,9.13,29.0,0,0,0
1344,391832,Tests,29,40,3884,2223,50,8/60,8/60,44.46,3.43,77.6,3,2,0
1345,391832,ODIs,16,10,263,237,4,2/47,2/47,59.25,5.40,65.7,0,0,0
1346,391832,First-class,76,104,7850,4011,125,8/60,10/104,32.08,3.06,62.8,5,6,1
1347,391832,List A,43,22,614,492,14,2/21,2/21,35.14,4.80,43.8,0,0,0
1348,391832,T20s,5,3,36,57,0,-,-,-,9.50,-,0,0,0
1349,495551,Tests,2,2,276,196,2,1/72,1/72,98.00,4.26,138.0,0,0,0
1350,495551,ODIs,22,21,942,936,29,5/46,5/46,32.27,5.96,32.4,1,1,0
1351,495551,T20Is,13,13,252,374,20,4/28,4/28,18.70,8.90,12.6,1,0,0
1352,495551,First-class,47,86,5145,2794,104,5/38,7/81,26.86,3.25,49.4,2,3,0
1353,495551,List A,53,52,2276,1980,76,5/46,5/46,26.05,5.21,29.9,3,1,0
1354,495551,T20s,66,66,1414,1761,95,4/20,4/20,18.53,7.47,14.8,2,0,0
1355,431905,Tests,30,-,-,-,-,-,-,-,-,-,-,-,-
1356,431905,ODIs,1,-,-,-,-,-,-,-,-,-,-,-,-
1357,431905,First-class,97,-,-,-,-,-,-,-,-,-,-,-,-
1358,431905,List A,37,-,-,-,-,-,-,-,-,-,-,-,-
1359,431905,T20s,29,-,-,-,-,-,-,-,-,-,-,-,-
1360,446101,Tests,43,74,6838,3849,129,8/62,13/121,29.83,3.37,53.0,4,5,1
1361,446101,ODIs,25,25,1148,1134,33,3/17,3/17,34.36,5.92,34.7,0,0,0
1362,446101,T20Is,2,2,42,56,3,3/44,3/44,18.66,8.00,14.0,0,0,0
1363,446101,First-class,98,174,14400,8169,283,8/62,13/121,28.86,3.40,50.8,7,8,1
1364,446101,List A,51,51,2317,2027,68,5/33,5/33,29.80,5.24,34.0,1,1,0
1365,446101,T20s,39,37,642,802,32,3/19,3/19,25.06,7.49,20.0,0,0,0
1366,51880,Tests,103,104,7109,3120,73,5/34,6/81,42.73,2.63,97.3,2,2,0
1367,51880,ODIs,297,198,7388,5898,166,5/46,5/46,35.53,4.78,44.5,3,1,0
1368,51880,T20Is,58,23,319,377,17,2/15,2/15,22.17,7.09,18.7,0,0,0
1369,51880,First-class,180,,12511,5194,132,5/34,,39.34,2.49,94.7,,2,0
1370,51880,List A,369,,9664,7352,228,5/46,5/46,32.24,4.56,42.3,4,1,0
1371,51880,T20s,384,131,1945,2479,80,4/22,4/22,30.98,7.64,24.3,2,0,0
1372,530811,ODIs,6,1,7,9,0,-,-,-,7.71,-,0,0,0
1373,530811,First-class,25,7,174,72,2,1/7,1/7,36.00,2.48,87.0,0,0,0
1374,530811,List A,25,9,241,212,5,2/22,2/22,42.40,5.27,48.2,0,0,0
